,tender_title,location,Pincode,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,tender_externalreference,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
419,EXECUTION OF 1 NO. RETROFITTING OF RPWS SCHEME 1. BAHANAGA AND ADJ. VILLAGE IN BAHANAGA BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM,BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"3,07,88,492",Civil Works - Water Works,,TCN NO. 04 dt. 22.04.2022,2022_RWSS_77432_1,National Competitive Bid,Works,Nil,Nil,"29,252,147",03-Nov-2022,"INR 29,252,147",NA,NA,NA,NA,,,,,,
430,"EXECUTION OF 2 NOS. CLUBBED UP RETROFITTING OF RPWS SCHEMES AT 1. PATHARPENTHA, 2. KHANTAPADA AND CHAKJAGANNATHPUR UNDER BAHANAGA BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"3,31,94,579",Civil Works - Water Works,,TCN NO. 02 DT. 08.04.2022,2022_RWSS_77044_1,National Competitive Bid,Works,Nil,Nil,"33,526,525",03-Nov-2022,"INR 33,526,525",NA,NA,NA,NA,,,,,,
431,"EXECUTION OF 2 NOS. RETROFITTING CLUBBED UP RPWS SCHEMES 1. GUDU, 2. ODANGI IN BALASORE BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"4,44,00,975",Civil Works - Water Works,,TCN NO. 26 DT. 12.09.2022,2022_RWSS_81429_1,National Competitive Bid,Works,Nil,Nil,"41,883,439",25-Jan-2023,"INR 41,883,439",NA,NA,NA,NA,,,,,,
436,"EXECUTION OF 2 NOS. RETROFITTING OF RPWS SCHEMES CLUBBED UP AT 1. MARKONA, 2. BALIKHANDA UNDER SIMULIA BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"3,56,30,212",Civil Works - Water Works,,TCN NO. 56 DT. 17.03.2022,2022_RWSS_76642_1,National Competitive Bid,Works,Nil,Nil,"37,340,462",07-Nov-2022,"INR 37,340,462",NA,NA,NA,NA,,,,,,
438,"EXECUTION OF 2 NOS. RETROFITTING OF RPWS SCHEMES CLUBBED UP AT 1. TELIPAL, 2. KCPUR (BETAKATA) UNDER NILGIRI BLOCK WITH 5 YRS OM OF BALASORE DISTRICT-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"3,56,21,936",Civil Works - Water Works,,TCN NO. 03 DT. 13.04.2022,2022_RWSS_77268_1,National Competitive Bid,Works,Nil,Nil,"32,063,304",08-Nov-2022,"INR 32,063,304",NA,NA,NA,NA,,,,,,
451,"EXECUTION OF 3 NOS. RETROFITTING OF RPWS SCHEMES (CLUBBED UP) AT 1. KHIRKONA, 2. BATI, 3. KANCHAPADA UNDER SIMULIA BLOCK OF BALASORE DISTRICT WITH 5 YRS NOM-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"3,74,65,892",Civil Works - Water Works,,TCN NO. 01 DT. 07.04.2022,2022_RWSS_76956_1,National Competitive Bid,Works,Nil,Nil,"36,300,702",07-Nov-2022,"INR 36,300,702",NA,NA,NA,NA,,,,,,
453,"EXECUTION OF 3 NOS. RETROFITTING OF RPWS SCHEMES CLUBBED 1. TALABHAGABANANDHA (BHOLANALA), 2. JAMUNA (JHARANAGHATI), 3 . JAMUNA IN NILGIRI BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,PWS WITH RCC ESR,"3,11,67,855",Civil Works - Water Works,,TCN NO. 04 DT. 22.04.2022,2022_RWSS_77433_1,National Competitive Bid,Works,Nil,Nil,"29,612,579",11-Nov-2022,"INR 29,612,579",NA,NA,NA,NA,,,,,,
457,"EXECUTION OF 3 NOS. RETROFITTING OF RPWS SCHEMES CLUBBED UP AT 1. ARUHA, 2. ASIMILA, 3. SATHI UNDER BAHANAGA BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"4,84,22,912",Civil Works - Water Works,,TCN NO. 02 DT. 08.04.2022,2022_RWSS_77041_1,National Competitive Bid,Works,Nil,Nil,"43,585,463",11-Nov-2022,"INR 43,585,463",NA,NA,NA,NA,,,,,,
460,"EXECUTION OF 3 NOS. RETROFITTING OF RPWS SCHEMES CLUBBED UP AT 1. TALAKURUNIA, 2. THALSADA, 3. PODADIHA UNDER BAHANAGA BLOCK WITH 5 YRS OM OF BALASORE DISTRICT-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"3,93,78,227",Civil Works - Water Works,,TCN NO. 03 DT. 13.04.2022,2022_RWSS_77277_1,National Competitive Bid,Works,Nil,Nil,"35,444,342",03-Nov-2022,"INR 35,444,342",NA,NA,NA,NA,,,,,,
466,"EXECUTION OF 3 NOS. RETROFITTING RPWS SCHEMES CLUBBED UP AT 1. JIRTAL, 2. KASABAJAYPUR, 3. MULAKUDEI UNDER BAHANAGA BLOCK WITH 5 YRS OM OF BALASORE DISTRICT-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"3,23,25,005",Civil Works - Water Works,,TCN NO. 25 DT. 08.09.2022,2022_RWSS_81245_1,National Competitive Bid,Works,Nil,Nil,"31,481,322",24-Jan-2023,"INR 31,481,322",NA,NA,NA,NA,,,,,,
469,"EXECUTION OF 4 NOS. CLUBBED UP RETROFITTING OF RPWS SCHEMES AT 1. BARI, 2. JAMJHADI, 3. SHYAMSUNDARPUR, 4. HATAMAITAPUR UNDER SIMULIA BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"5,07,01,997",Civil Works - Water Works,,TCN NO. 02 DT. 08.04.2022,2022_RWSS_77019_1,National Competitive Bid,Works,Nil,Nil,"47,664,947",11-Nov-2022,"INR 47,664,947",NA,NA,NA,NA,,,,,,
476,"EXECUTION OF 4 NOS. RETROFITTING OF RPWS SCHEMES CLUBBED UP AT 1. BANKISAHIMAHAL, 2. GARADIHI (KALAKAD), 3. GARADIHI-I, 4. GARADIHI (CHEKAMARA) UNDER NILGIRI BLOCK WITH 5 YRS OM OF BALASORE DISTRICT-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"3,38,43,476",Civil Works - Water Works,,TCN NO. 03 DT. 13.04.2022,2022_RWSS_77270_1,National Competitive Bid,Works,Nil,Nil,"31,129,229",08-Nov-2022,"INR 31,129,229",NA,NA,NA,NA,,,,,,
488,EXECUTION OF RETROFITTING OF RPWS SCHEME TO VILLAGE CHHANUA 40 LPCD UNDER BALASORE BLOCK OF BALASORE DISTRICT-JJM,BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"1,84,21,962",Civil Works - Water Works,,TCN NO. 51 DT. 01.01.2022,2022_RWSS_75668_1,National Competitive Bid,Works,Nil,Nil,"17,408,754",07-Nov-2022,"INR 17,408,754",NA,NA,NA,NA,,,,,,
491,EXECUTION OF RETROFITTING RPWS TO KHARASAHAPUR AND 7 ADJ. VILLAGES IN BAHANAGA BLOCK OF BALASORE DISTRICT WITH 5 YEARS OM,BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR AND FHTC,"5,35,24,528",Civil Works - Water Works,,TCN NO. 43 Dt.21.12.2022,2022_RWSS_84555_1,National Competitive Bid,Works,Nil,Nil,"48,177,428",31-Mar-2023,"INR 48,177,428",NA,NA,NA,NA,,,,,,
497,Flood Protection work on Right Flood Bank of River Rushikulya from village Baradabilli to Janivilly.,Aska,761110,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional Chief Engineer,RBB,Berhampur",Flood Protection work on Right Flood Bank of River Rushikulya from village Baradabilli to Janivilly.,"8,70,40,459",Civil Works - Others,,"ACE,RBB-14/2021-22",2021_CEBMB_71965_1,National Competitive Bid,Works,Nil,Nil,"73,993,094",18-Oct-2022,"INR 73,993,094",NA,NA,NA,NA,,,,,,
501,Improvement of canal banks including restoration of damaged fall at RD 410M and canal lining from RD 195 M to 695M of Murlapadar Minor.,MUKHIGUDA,766026,"CCE Upper Indravati Irrigation Project Mukhiguda||CCE Upper Indravati Irrigation Project Mukhiguda||EE, Right Canal Divn-I, Mukhiguda","Office of the EE, RCD-I, Mukhiguda",Canal Work,"28,47,452",Civil Works - Canal,,"EE,RCD-I-07(01-05)/2021-22, Dt. 19.07.2021.",2021_CEUIP_69963_2,National Competitive Bid,Works,Nil,Nil,"2,420,619",15-Jan-2023,"INR 2,420,619",NA,NA,NA,NA,,,,,,
508,Improvement of Longitudinal and Cross Drains at Downstream side of Earth Dam of Rukura Irrigation Project,Bonai,770038,CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||Headworks Division Samal,Rourkela,Improvement of Longitudinal and Cross Drains at Downstream side of Earth Dam of Rukura Irrigation Project,"7,86,700",Civil Works - Others,,SERID-RKL-06/2022-23,2023_CEBBS_84871_2,Open Tender,Works,Nil,Nil,"818,167.67",25-Jan-2023,"INR 786,699.68",NA,NA,NA,NA,,,,,,
525,"Improvement of Road and Drain Shyamalai Marga Main Line, Ward No 16",Hinjilicut Municipality,761102,Municipal Bodies||Hinjilicut Municipal Council,Hinjilicut Municipality,"Improvement of Road and Drain Shyamalai Marga Main Line, Ward No 16","16,24,343",Civil Works - Others,,HIN-MUN-02/2021-22,2021_ORULB_71885_8,Open Tender,Works,Nil,Nil,"1,380,854.37",03-Aug-2022,"INR 1,624,343.45",NA,NA,NA,NA,,,,,,
526,Improvement of Road from Culvert towards Remja in W.No.20.,Brajrajnagar Municipal Area,768216,Municipal Bodies||Brajrajnagar Municipality,Brajrajnagar Municipality,Road,"19,50,000",Civil Works - Roads,,BRJNRM-04/2022-23,2022_ORULB_80581_29,Open Tender,Works,Nil,Nil,"1,600,790.02",12-Jan-2023,"INR 1,950,000",NA,NA,NA,NA,,,,,,
530,"Improvement to Ashrukhala drainage system by constructing Farm Land Bridges and Guard Wall with stone packing near village Tentala, Chaulia bamra and Patsura under DoabIII.",Improvement to Ashrukhala drainage system by const,754211,"CE,Drainage,Cuttack||SE,Drainage,Cuttack",Additional Chief Engineer Drainage Circle Cuttack,"Improvement to Ashrukhala drainage system by constructing Farm Land Bridges and Guard Wall with stone packing near village Tentala, Chaulia bamra and Patsura under DoabIII.","2,96,21,744",Civil Works - Others,,SEDC-CTC/DDKPD-15/2021-22,2021_CEDC_72651_1,National Competitive Bid,Works,Nil,Nil,"25,181,445",26-Apr-2022,"INR 25,181,445",NA,NA,NA,NA,,,,,,
542,Improvement to Dead Alaka DC from RD 00 Km to 15.00 Km Near Adhanga under DIP,Improvement to Dead Alaka DC from RD 00 Km to 15.0,754103,"CE,Drainage,Cuttack||SE,Drainage,Cuttack",Additional Chief Engineer Drainage Circle Cuttack,Improvement to Dead Alaka DC from RD 00 Km to 15.00 Km Near Adhanga under DIP,"5,08,19,347",Civil Works - Others,,SEDC-CTC / DDJSPR -20/2021-22,2021_CEDC_72658_1,National Competitive Bid,Works,Nil,Nil,"43,201,527",26-Apr-2022,"INR 43,201,527",NA,NA,NA,NA,,,,,,
543,Improvement to Dead Alaka DC from RD 15.00Km Near Adhanga to 32.00 Km Near Odisho,Improvement to Dead Alaka DC from RD 15.00Km Near,754103,"CE,Drainage,Cuttack||SE,Drainage,Cuttack",Additional Chief Engineer Drainage Circle Cuttack,Improvement to Dead Alaka DC from RD 15.00Km Near Adhanga to 32.00 Km Near Odisho,"4,75,76,485",Civil Works - Others,,SEDC-CTC / DDJSPR -19/2021-22,2021_CEDC_72657_1,National Competitive Bid,Works,Nil,Nil,"40,444,770",27-Apr-2022,"INR 40,444,770",NA,NA,NA,NA,,,,,,
545,"Improvement to Dhatika MIP in Keonjhar Block of Keonjhar District under Repair, Renovation and Restoration (RR and R) Scheme for the year 2022-2023.",Sadar Block of Keonjhar District,758001,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar","O/o the SE, M.I. Division, Keonjhar",MIP,"53,57,000",Civil Works - Others,,Bid ID No. 08 SEMID (KJR/ 2022-2023) Dt. 09.01.20,2023_CEMIB_85419_2,National Competitive Bid,Works,Nil,Nil,4553245.56,21-Mar-2023,INR 4553245.56,NA,NA,NA,NA,,,,,,
552,Improvement to Hayatpur DC and its link drains under DIP,Improvement to Hayatpur DC and its link drains und,754103,"CE,Drainage,Cuttack||SE,Drainage,Cuttack",Additional Chief Engineer Drainage Circle Cuttack,Improvement to Hayatpur DC and its link drains under DIP,"1,05,63,971",Civil Works - Others,,SEDC-CTC/DDJSPR-17/2021-22,2021_CEDC_72654_1,National Competitive Bid,Works,Nil,Nil,"8,980,432",26-Apr-2022,"INR 8,980,432",NA,NA,NA,NA,,,,,,
555,Improvement to Kundi Nala Drainage cut Drain No 4 and 5 of Salipur Block,Improvement to Kundi Nala Drainage cut Drain No 4,753003,"CE,Drainage,Cuttack||SE,Drainage,Cuttack",Additional Chief Engineer Drainage Circle Cuttack,Improvement to Kundi Nala Drainage cut Drain No 4 and 5 of Salipur Block,"2,51,34,361",Civil Works - Others,,SEDC-CTC / DDCTC -08/2021-22,2021_CEDC_72388_1,National Competitive Bid,Works,Nil,Nil,"21,366,720",25-Apr-2022,"INR 21,366,720",NA,NA,NA,NA,,,,,,
562,Improvement to Labanyapadar to Chandanpalla PMGSY road such as New RCC Culvert 3x2m single span at 2100 mtr and New Boxcell 6x3m single span at 280 mtr under SR for the year 2022 23,Papadahandi,764071,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Improvement to Labanyapadar to Chandanpalla PMGSY road such as New RCC Culvert 3x2m single span at 2100 mtr and New Boxcell 6x3m single span at 280 mtr under SR for the year 2022 23,"23,00,921",Civil Works - Roads,,02 of 2022 23,2022_CERWI_79083_1,Open Tender,Works,Nil,Nil,"1,956,012.96",24-Aug-2022,"INR 1,956,012.95",NA,NA,NA,NA,,,,,,
570,Improvement to LFB and RFB of river Nandini from village Kirtipur to Sharankuda..,Sheragada,761106,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Improvement to LFB and RFB of river Nandini from village Kirtipur to Sharankuda..,"5,01,45,430",Civil Works - Others,,"ACE,RBB-36/2022-23",2023_CEBMB_85075_2,National Competitive Bid,Works,Nil,Nil,"42,628,629.67",13-Mar-2023,"INR 42,628,630",NA,NA,NA,NA,,,,,,
598,Improvement to LFB of river Rushikulya near village Bharatapalli,Aska,761111,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Improvement to LFB of river Rushikulya near village Bharatapalli,"10,16,453",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_53,Open Tender,Works,Nil,Nil,"864,086",29-Jan-2023,"INR 864,086",NA,NA,NA,NA,,,,,,
599,Improvement to LFB of river Rushikulya near village Brahamanchhai,Aska,761111,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Improvement to LFB of river Rushikulya near village Brahamanchhai,"11,98,339",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_45,Open Tender,Works,Nil,Nil,"1,018,708",29-Jan-2023,"INR 1,018,708",NA,NA,NA,NA,,,,,,
611,Improvement to NH Junction to Labanyapadar PMGSY road A such as New Boxcell Culvert 6x3m single span CC drain with culvert slab work at 1450 mtr under SR for the year 2022 23,Papadahandi,764070,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Improvement to NH Junction to Labanyapadar PMGSY road A such as New Boxcell Culvert 6x3m single span CC drain with culvert slab work at 1450 mtr under SR for the year 2022 23,"23,00,950",Civil Works - Roads,,02 of 2022 23,2022_CERWI_79086_1,Open Tender,Works,Nil,Nil,"1,956,037",24-Aug-2022,"INR 1,956,037",NA,NA,NA,NA,,,,,,
613,"Improvement to Pallahara Town road such as widening and improvement of the road, construction of box cell culvert alongwith drain for 2021-22.",ANGUL,759122,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,O/O the Executive Engineer Angul R and B Division,"Improvement to Pallahara Town road such as widening and improvement of the road, construction of box cell culvert alongwith drain for 2021-22.","60,91,069",Civil Works - Roads,,EE (R and B) Angul-06/ 2021-22,2021_EICCL_70927_8,Open Tender,Works,Nil,Nil,"5,766,415",25-Jun-2022,"INR 5,766,415",NA,NA,NA,NA,,,,,,
615,Improvement to PS road to Kukurbindha PMGSY road A such as new Boxcell culvert 6x4m double span at 1100 mtr under SR for the year 2022 23,Papadahandi,764071,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Improvement to PS road to Kukurbindha PMGSY road A such as new Boxcell culvert 6x4m double span at 1100 mtr under SR for the year 2022 23,"22,12,096",Civil Works - Roads,,02 of 2022 23,2022_CERWI_79084_1,Open Tender,Works,Nil,Nil,"1,880,503",25-Aug-2022,"INR 1,880,503",NA,NA,NA,NA,,,,,,
618,Improvement to RD road to Saruguda via Jetuguda PMGSY road such as New Boxcell Culvert 6x3m double span at 1480 Mtr under SR for the year 2022 23,Nandahandi,764078,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Improvement to RD road to Saruguda via Jetuguda PMGSY road such as New Boxcell Culvert 6x3m double span at 1480 Mtr under SR for the year 2022 23,"31,85,757",Civil Works - Roads,,02 of 2022 23,2022_CERWI_79063_1,Open Tender,Works,Nil,Nil,"2,708,211.73",25-Aug-2022,"INR 2,708,211.727",NA,NA,NA,NA,,,,,,
619,Improvement to Rengali Irrigation Project Guest House Road and restoration of road from Panitanki Colony to over head tank at SBTS for the year 2022-23.,Samal,759037,CE and BM Brahmani Basin Samal,"Office of the Superintending Engineer, HWD, Samal",Improvement to Rengali Irrigation Project Guest House Road and restoration of road from Panitanki Colony to over head tank at SBTS for the year 2022-23.,"12,62,973",Civil Works - Roads,Road,SE-HWD-14/2022-23,2023_CEBBS_85871_1,Open Tender,Works,Nil,Nil,"1,073,653.35",02-Mar-2023,"INR 1,073,653.348",NA,NA,NA,NA,,,,,,
648,Improvement to RFB of river Baghua D/S of village Humuki.,Aska,761111,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Improvement to RFB of river Baghua D/S of village Humuki.,"5,79,137",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_41,Open Tender,Works,Nil,Nil,"492,324",29-Jan-2023,"INR 492,324",NA,NA,NA,NA,,,,,,
667,Improvement to RFB of river Nandini near village Bakilikana.,Sheragada,761106,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Improvement to RFB of river Nandini near village Bakilikana.,"2,49,21,138",Civil Works - Others,,"ACE,RBB-22/2022-23",2022_CEBMB_81622_3,National Competitive Bid,Works,Nil,Nil,"21,185,459.26",25-Nov-2022,"INR 21,185,459",NA,NA,NA,NA,,,,,,
668,Improvement to RFB of river Nandini near village Dengapadar,Sheragada,761106,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Improvement to RFB of river Nandini near village Dengapadar,"4,84,75,464",Civil Works - Others,,"ACE,RBB-22/2022-23",2022_CEBMB_81622_1,National Competitive Bid,Works,Nil,Nil,"41,208,991.88",16-Dec-2022,"INR 41,208,992",NA,NA,NA,NA,,,,,,
671,Improvement to RFB of river Nandini near village Sheragada,Sheragada,761106,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Improvement to RFB of river Nandini near village Sheragada,"2,65,19,414",Civil Works - Others,,"ACE,RBB-22/2022-23",2022_CEBMB_81622_2,National Competitive Bid,Works,Nil,Nil,"22,544,153.60",25-Nov-2022,"INR 22,544,154",NA,NA,NA,NA,,,,,,
673,"Improvement to RFB of river Rushikulya D/S of HL bridge, Cheramaria",Aska,761111,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar","Improvement to RFB of river Rushikulya D/S of HL bridge, Cheramaria","8,21,227",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_55,Open Tender,Works,Nil,Nil,"698,125",29-Jan-2023,"INR 698,125",NA,NA,NA,NA,,,,,,
677,Improvement to RFB of river Rushikulya near Kabiraj Sahi of Sorada Town.,Soroda,761108,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Improvement to RFB of river Rushikulya near Kabiraj Sahi of Sorada Town.,"5,32,06,273",Civil Works - Others,,"ACE,RBB-24/2022-23",2022_CEBMB_82096_2,National Competitive Bid,Works,Nil,Nil,"45,230,652.36",28-Dec-2022,"INR 45,230,652",NA,NA,NA,NA,,,,,,
685,Improvement to RFB of river Rushikulya near village Nuagada under Sorada Block.,Sorada,761108,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o Additional CE, RB Basin, Berhampur",Improvement to RFB of river Rushikulya near village Nuagada under Sorada Block.,"4,23,41,372",Civil Works - Others,,"ACE,RBB-28/2022-23",2022_CEBMB_82842_3,National Competitive Bid,Works,Nil,Nil,"35,994,400.47",16-Dec-2022,"INR 35,994,400",NA,NA,NA,NA,,,,,,
701,Improvement to Sahada Drainage cut with sluice and protection work of Alaka river along with Bathing Ghat,Improvement to Sahada Drainage cut with sluice and,754103,"CE,Drainage,Cuttack||SE,Drainage,Cuttack",Additional Chief Engineer Drainage Circle Cuttack,Improvement to Sahada Drainage cut with sluice and protection work of Alaka river along with Bathing Ghat,"1,27,87,041",Civil Works - Others,,SEDC-CTC / DDJSPR -24/2021-22,2022_CEDC_75442_1,National Competitive Bid,Works,Nil,Nil,"10,870,264",25-Apr-2022,"INR 10,870,264",NA,NA,NA,NA,,,,,,
